 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2015 - Brasil;;;
População residente por Município e Sexo;;;
Período:2015;;;
Município;Masculino;Feminino;Total
211300 Vitorino Freire;15362;15553;30915
211400 Zé Doca;24890;25616;50506
220005 Acauã;3521;3413;6934
220010 Agricolândia;2431;2645;5076
220020 Água Branca;8074;8930;17004
220025 Alagoinha do Piauí;3804;3693;7497
220027 Alegrete do Piauí;2359;2472;4831
220030 Alto Longá;7093;6907;14000
220040 Altos;19591;20116;39707
220045 Alvorada do Gurguéia;2757;2518;5275
220050 Amarante;8418;8891;17309
220060 Angical do Piauí;3228;3464;6692
220070 Anísio de Abreu;4894;4701;9595
220080 Antônio Almeida;1625;1478;3103
220090 Aroazes;2764;2997;5761
220095 Aroeiras do Itaim;1251;1209;2460
220100 Arraial;2292;2378;4670
220105 Assunção do Piauí;3903;3783;7686
220110 Avelino Lopes;5721;5709;11430
220115 Baixa Grande do Ribeiro;5886;5325;11211
220117 Barra D'Alcântara;1781;2103;3884
220120 Barras;23073;22986;46059
220130 Barreiras do Piauí;1731;1554;3285
220140 Barro Duro;3315;3618;6933
220150 Batalha;13290;13039;26329
220155 Bela Vista do Piauí;2009;1911;3920
220157 Belém do Piauí;1775;1687;3462
220160 Beneditinos;5061;4965;10026
220170 Bertolínia;2696;2706;5402
220173 Betânia do Piauí;3306;2787;6093
220177 Boa Hora;3344;3252;6596
220180 Bocaina;2180;2253;4433
220190 Bom Jesus;12321;12000;24321
220191 Bom Princípio do Piauí;2827;2666;5493
220192 Bonfim do Piauí;2789;2757;5546
220194 Boqueirão do Piauí;3147;3229;6376
220196 Brasileira;4173;3990;8163
220198 Brejo do Piauí;1948;1926;3874
220200 Buriti dos Lopes;9818;9593;19411
220202 Buriti dos Montes;4271;3915;8186
220205 Cabeceiras do Piauí;5270;5056;10326
220207 Cajazeiras do Piauí;1729;1738;3467
220208 Cajueiro da Praia;3859;3591;7450
220209 Caldeirão Grande do Piauí;2829;2842;5671
220210 Campinas do Piauí;2740;2766;5506
220211 Campo Alegre do Fidalgo;2521;2389;4910
220213 Campo Grande do Piauí;2926;2869;5795
220217 Campo Largo do Piauí;3557;3536;7093
220220 Campo Maior;22019;23944;45963
220225 Canavieira;2015;1892;3907
220230 Canto do Buriti;10224;10467;20691
220240 Capitão de Campos;5572;5668;11240
220245 Capitão Gervásio Oliveira;2094;1914;4008
220250 Caracol;5426;5214;10640
220253 Caraúbas do Piauí;2892;2833;5725
220255 Caridade do Piauí;2573;2419;4992
220260 Castelo do Piauí;8847;9306;18153
220265 Caxingó;2706;2569;5275
220270 Cocal;13816;13408;27224
220271 Cocal de Telha;2218;2404;4622
220272 Cocal dos Alves;3027;3000;6027
220273 Coivaras;2037;1891;3928
220275 Colônia do Gurguéia;3029;3285;6314
220277 Colônia do Piauí;3694;3830;7524
220280 Conceição do Canindé;2242;2294;4536
220285 Coronel José Dias;2391;2211;4602
220290 Corrente;13153;12930;26083
220300 Cristalândia do Piauí;4206;3895;8101
220310 Cristino Castro;5169;5044;10213
220320 Curimatá;5561;5555;11116
220323 Currais;2535;2305;4840
220327 Curral Novo do Piauí;2627;2457;5084
220325 Curralinhos;2198;2138;4336
220330 Demerval Lobão;6522;7028;13550
220335 Dirceu Arcoverde;3490;3372;6862
220340 Dom Expedito Lopes;3342;3412;6754
220345 Dom Inocêncio;4710;4674;9384
220342 Domingos Mourão;2132;2156;4288
220350 Elesbão Veloso;7059;7371;14430
220360 Eliseu Martins;2484;2320;4804
220370 Esperantina;19251;19613;38864
220375 Fartura do Piauí;2632;2567;5199
220380 Flores do Piauí;2224;2170;4394
220385 Floresta do Piauí;1296;1220;2516
220390 Floriano;27888;30900;58788
220400 Francinópolis;2579;2686;5265
220410 Francisco Ayres;2092;2241;4333
220415 Francisco Macedo;1569;1526;3095
220420 Francisco Santos;4685;4363;9048
220430 Fronteiras;5621;5746;11367
220435 Geminiano;2723;2594;5317
220440 Gilbués;5274;5239;10513
220450 Guadalupe;5109;5226;10335
220455 Guaribas;2268;2211;4479
220460 Hugo Napoleão;1849;1959;3808
220465 Ilha Grande;4646;4563;9209
220470 Inhuma;7410;7630;15040
220480 Ipiranga do Piauí;4646;4952;9598
220490 Isaías Coelho;4199;4206;8405
220500 Itainópolis;5660;5692;11352
220510 Itaueira;5380;5448;10828
220515 Jacobina do Piauí;2888;2795;5683
220520 Jaicós;9063;9595;18658
220525 Jardim do Mulato;2217;2192;4409
220527 Jatobá do Piauí;2446;2322;4768
220530 Jerumenha;2208;2183;4391
220535 João Costa;1579;1388;2967
220540 Joaquim Pires;7193;6887;14080
220545 Joca Marques;2710;2594;5304
220550 José de Freitas;18987;19317;38304
220551 Juazeiro do Piauí;2777;2600;5377
220552 Júlio Borges;2845;2664;5509
220553 Jurema;2420;2236;4656
220555 Lagoa Alegre;4250;4076;8326
220557 Lagoa de São Francisco;3261;3349;6610
220556 Lagoa do Barro do Piauí;2383;2193;4576
220558 Lagoa do Piauí;2039;1935;3974
220559 Lagoa do Sítio;2593;2446;5039
220554 Lagoinha do Piauí;1398;1374;2772
220560 Landri Sales;2587;2650;5237
220570 Luís Correia;15146;14401;29547
220580 Luzilândia;12573;12469;25042
220585 Madeiro;4140;3972;8112
220590 Manoel Emídio;2753;2509;5262
220595 Marcolândia;4124;4123;8247
220600 Marcos Parente;2207;2274;4481
220605 Massapê do Piauí;3200;3121;6321
220610 Matias Olímpio;5393;5322;10715
220620 Miguel Alves;16502;16565;33067
220630 Miguel Leão;654;585;1239
220635 Milton Brandão;3288;3225;6513
220640 Monsenhor Gil;5081;5332;10413
220650 Monsenhor Hipólito;3820;3763;7583
220660 Monte Alegre do Piauí;5398;5044;10442
220665 Morro Cabeça no Tempo;2076;1993;4069
220667 Morro do Chapéu do Piauí;3343;3308;6651
220669 Murici dos Portelas;4614;4293;8907
220670 Nazaré do Piauí;3650;3610;7260
220672 Nazária;4225;4141;8366
220675 Nossa Senhora de Nazaré;2389;2355;4744
220680 Nossa Senhora dos Remédios;4222;4267;8489
220795 Nova Santa Rita;2155;2132;4287
220690 Novo Oriente do Piauí;3230;3247;6477
220695 Novo Santo Antônio;1701;1684;3385
220700 Oeiras;17377;18944;36321
220710 Olho D'Água do Piauí;1172;1227;2399
220720 Padre Marcos;3240;3508;6748
220730 Paes Landim;2067;2005;4072
220735 Pajeú do Piauí;1676;1633;3309
220740 Palmeira do Piauí;2536;2443;4979
220750 Palmeirais;6895;7306;14201
220755 Paquetá;2005;1890;3895
220760 Parnaguá;5642;4914;10556
220770 Parnaíba;71994;77776;149770
220775 Passagem Franca do Piauí;2248;2231;4479
220777 Patos do Piauí;3134;3124;6258
220779 Pau D'Arco do Piauí;1976;1960;3936
220780 Paulistana;9757;10405;20162
220785 Pavussu;1920;1715;3635
220790 Pedro II;18654;19389;38043
220793 Pedro Laurentino;1329;1149;2478
220800 Picos;36517;40005;76522
220810 Pimenteiras;6033;5875;11908
220820 Pio IX;9025;9035;18060
220830 Piracuruca;13865;14294;28159
220840 Piripiri;30496;32136;62632
220850 Porto;6190;6090;12280
220855 Porto Alegre do Piauí;1362;1282;2644
220860 Prata do Piauí;1584;1519;3103
220865 Queimada Nova;4379;4417;8796
220870 Redenção do Gurguéia;4330;4269;8599
220880 Regeneração;8674;9016;17690
220885 Riacho Frio;2265;1987;4252
220887 Ribeira do Piauí;2151;2233;4384
220890 Ribeiro Gonçalves;3637;3511;7148
220900 Rio Grande do Piauí;3083;3242;6325
220910 Santa Cruz do Piauí;2975;3153;6128
220915 Santa Cruz dos Milagres;1934;1991;3925
220920 Santa Filomena;3260;2894;6154
220930 Santa Luz;2982;2736;5718
220937 Santa Rosa do Piauí;2586;2592;5178
220935 Santana do Piauí;2166;2378;4544
220940 Santo Antônio de Lisboa;3048;3196;6244
220945 Santo Antônio dos Milagres;1043;1074;2117
220950 Santo Inácio do Piauí;1899;1826;3725
220955 São Braz do Piauí;2252;2118;4370
220960 São Félix do Piauí;1416;1505;2921
220965 São Francisco de Assis do Piauí;2971;2815;5786
220970 São Francisco do Piauí;3189;3137;6326
220975 São Gonçalo do Gurguéia;1533;1427;2960
220980 São Gonçalo do Piauí;2412;2486;4898
220985 São João da Canabrava;2228;2296;4524
220987 São João da Fronteira;2907;2987;5894
220990 São João da Serra;2927;3157;6084
220995 São João da Varjota;2297;2447;4744
220997 São João do Arraial;3918;3833;7751
221000 São João do Piauí;9913;10228;20141
221005 São José do Divino;2654;2594;5248
221010 São José do Peixe;1865;1831;3696
221020 São José do Piauí;3255;3353;6608
221030 São Julião;3094;3149;6243
221035 São Lourenço do Piauí;2327;2163;4490
221037 São Luis do Piauí;1286;1310;2596
221038 São Miguel da Baixa Grande;1188;1220;2408
221039 São Miguel do Fidalgo;1544;1450;2994
221040 São Miguel do Tapuio;9147;8952;18099
221050 São Pedro do Piauí;7005;6989;13994
221060 São Raimundo Nonato;16608;17187;33795
221062 Sebastião Barros;1819;1635;3454
221063 Sebastião Leal;2174;2031;4205
221065 Sigefredo Pacheco;5117;4732;9849
221070 Simões;7145;7264;14409
221080 Simplício Mendes;6249;6175;12424
221090 Socorro do Piauí;2271;2239;4510
221093 Sussuapara;3278;3267;6545
221095 Tamboril do Piauí;1497;1348;2845
221097 Tanque do Piauí;1280;1421;2701
221100 Teresina;394590;449448;844038
221110 União;21789;21805;43594
221120 Uruçuí;10182;10826;21008
221130 Valença do Piauí;9564;11000;20564
221135 Várzea Branca;2477;2407;4884
221140 Várzea Grande;2046;2286;4332
221150 Vera Mendes;1521;1507;3028
221160 Vila Nova do Piauí;1490;1472;2962
221170 Wall Ferraz;2220;2151;4371
230010 Abaiara;5660;5697;11357
230015 Acarape;7989;8300;16289
230020 Acaraú;31008;30208;61216
230030 Acopiara;26744;26397;53141
230040 Aiuaba;8590;8411;17001
230050 Alcântaras;5612;5711;11323
230060 Altaneira;3555;3789;7344
230070 Alto Santo;8488;8392;16880
230075 Amontada;21990;20115;42105
230080 Antonina do Norte;3496;3732;7228
230090 Apuiarés;7379;7190;14569
230100 Aquiraz;39749;37973;77722
230110 Aracati;35960;36771;72731
230120 Aracoiaba;13142;12994;26136
230125 Ararendá;5365;5409;10774
230130 Araripe;10597;10696;21293
230140 Aratuba;5672;5681;11353
230150 Arneiroz;3927;3844;7771
230160 Assaré;11461;11668;23129
230170 Aurora;12334;12269;24603
230180 Baixio;3167;3028;6195
230185 Banabuiú;8956;8955;17911
230190 Barbalha;28684;30176;58860
230195 Barreira;10306;10381;20687
230200 Barro;11113;11169;22282
230205 Barroquinha;7456;7374;14830
230210 Baturité;17143;17803;34946
230220 Beberibe;26484;25834;52318
230230 Bela Cruz;16265;15843;32108
230240 Boa Viagem;27113;26728;53841
230250 Brejo Santo;23407;24653;48060
230260 Camocim;31023;31454;62477
230270 Campos Sales;13188;13938;27126
230280 Canindé;38155;38847;77002
230290 Capistrano;8869;8705;17574
230300 Caridade;10936;10866;21802
230310 Cariré;9331;9314;18645
230320 Caririaçu;13082;13776;26858
230330 Cariús;9535;9276;18811
230340 Carnaubal;8786;8673;17459
230350 Cascavel;35109;34946;70055
230360 Catarina;10122;9955;20077
230365 Catunda;5171;5127;10298
230370 Caucaia;174698;179266;353964
230380 Cedro;12363;12650;25013
230390 Chaval;6340;6569;12909
230393 Choró;6762;6532;13294
230395 Chorozinho;9741;9452;19193
230400 Coreaú;11503;11387;22890
230410 Crateús;36367;37910;74277
230420 Crato;61401;67286;128687
230423 Croatá;8627;9101;17728
230425 Cruz;11708;11972;23680
230426 Deputado Irapuan Pinheiro;4728;4717;9445
230427 Ererê;3576;3526;7102
230428 Eusébio;25753;25376;51129
230430 Farias Brito;9288;9575;18863
230435 Forquilha;11684;11859;23543
230440 Fortaleza;1223004;1368407;2591411
230445 Fortim;8053;7896;15949
230450 Frecheirinha;6720;6823;13543
230460 General Sampaio;3447;3315;6762
230465 Graça;7617;7680;15297
230470 Granja;27431;26496;53927
230480 Granjeiro;2190;2307;4497
230490 Groaíras;5339;5507;10846
230495 Guaiúba;13086;12758;25844
230500 Guaraciaba do Norte;19241;19911;39152
230510 Guaramiranga;1864;1855;3719
230520 Hidrolândia;10039;10014;20053
230523 Horizonte;31795;31576;63371
230526 Ibaretama;6858;6330;13188
230530 Ibiapina;12435;12216;24651
230533 Ibicuitinga;6317;5817;12134
230535 Icapuí;9973;9447;19420
230540 Icó;32929;34274;67203
230550 Iguatu;49054;52334;101388
230560 Independência;12906;13052;25958
230565 Ipaporanga;5770;5732;11502
230570 Ipaumirim;6198;6109;12307
230580 Ipu;20586;20811;41397
230590 Ipueiras;18698;19325;38023
230600 Iracema;6983;7094;14077
230610 Irauçuba;12050;11494;23544
230620 Itaiçaba;3825;3833;7658
230625 Itaitinga;19859;18683;38542
230630 Itapagé;25345;25769;51114
230640 Itapipoca;62709;62254;124963
230650 Itapiúna;9995;9734;19729
230655 Itarema;20910;19489;40399
230660 Itatira;10221;10066;20287
230670 Jaguaretama;9199;8798;17997
230680 Jaguaribara;5644;5458;11102
230690 Jaguaribe;16910;17653;34563
230700 Jaguaruana;16754;16714;33468
230710 Jardim;13273;13801;27074
230720 Jati;3967;3844;7811
230725 Jijoca de Jericoacoara;9596;9327;18923
230730 Juazeiro do Norte;127018;139025;266043
230740 Jucás;12184;12301;24485
230750 Lavras da Mangabeira;15930;15453;31383
230760 Limoeiro do Norte;28617;29562;58179
230763 Madalena;9768;9654;19422
230765 Maracanaú;108336;113188;221524
230770 Maranguape;62342;61241;123583
230780 Marco;13668;12816;26484
230790 Martinópole;5454;5442;10896
230800 Massapê;18755;18811;37566
230810 Mauriti;23264;22854;46118
230820 Meruoca;7388;7288;14676
230830 Milagres;14085;14271;28356
230835 Milhã;6506;6670;13176
230837 Miraíma;6917;6511;13428
230840 Missão Velha;17439;17806;35245
230850 Mombaça;21787;21834;43621
230860 Monsenhor Tabosa;8471;8544;17015
230870 Morada Nova;31018;30889;61907
230880 Moraújo;4368;4151;8519
230890 Morrinhos;11056;10849;21905
230900 Mucambo;6835;7524;14359
230910 Mulungu;6351;6177;12528
230920 Nova Olinda;7456;7726;15182
230930 Nova Russas;15586;16287;31873
230940 Novo Oriente;13989;14230;28219
230945 Ocara;12830;12293;25123
230950 Orós;10505;10890;21395
230960 Pacajus;33965;34843;68808
230970 Pacatuba;39921;40466;80387
230980 Pacoti;5997;5912;11909
230990 Pacujá;3026;3140;6166
231000 Palhano;4681;4529;9210
231010 Palmácia;6400;6496;12896
231020 Paracuru;16843;16586;33429
231025 Paraipaba;16269;15723;31992
231030 Parambu;15260;16035;31295
231040 Paramoti;5987;5566;11553
231050 Pedra Branca;21212;21539;42751
231060 Penaforte;4316;4501;8817
231070 Pentecoste;18622;18155;36777
231080 Pereiro;8085;8040;16125
231085 Pindoretama;10121;10087;20208
231090 Piquet Carneiro;8379;8087;16466
231095 Pires Ferreira;5355;5318;10673
231100 Poranga;6133;6088;12221
231110 Porteiras;7326;7684;15010
231120 Potengi;5285;5504;10789
231123 Potiretama;3262;3054;6316
231126 Quiterianópolis;10193;10499;20692
231130 Quixadá;42468;42887;85355
231135 Quixelô;7470;7479;14949
231140 Quixeramobim;38379;38804;77183
231150 Quixeré;10917;10654;21571
231160 Redenção;13555;13720;27275
231170 Reriutaba;9476;9541;19017
231180 Russas;37340;37685;75025
231190 Saboeiro;7841;7911;15752
231195 Salitre;8081;8080;16161
231220 Santa Quitéria;21674;21687;43361
231200 Santana do Acaraú;16085;15515;31600
231210 Santana do Cariri;8748;8723;17471
231230 São Benedito;22895;23283;46178
231240 São Gonçalo do Amarante;24136;23165;47301
231250 São João do Jaguaribe;3755;3963;7718
231260 São Luís do Curu;6391;6370;12761
231270 Senador Pompeu;13167;13385;26552
231280 Senador Sá;3686;3682;7368
231290 Sobral;98832;102938;201770
231300 Solonópole;9038;9060;18098
231310 Tabuleiro do Norte;14736;15528;30264
231320 Tamboril;12636;12967;25603
231325 Tarrafas;4500;4401;8901
231330 Tauá;28424;29284;57708
231335 Tejuçuoca;9398;9118;18516
231340 Tianguá;36559;36917;73476
231350 Trairi;27950;26472;54422
231355 Tururu;8160;7437;15597
231360 Ubajara;16763;17033;33796
231370 Umari;3878;3786;7664
231375 Umirim;10101;9425;19526
231380 Uruburetama;10649;10559;21208
231390 Uruoca;6735;6782;13517
231395 Varjota;9063;9074;18137
231400 Várzea Alegre;19425;20640;40065
231410 Viçosa do Ceará;29731;29196;58927
240010 Acari;5511;5831;11342
240020 Açu;28289;29003;57292
240030 Afonso Bezerra;5690;5511;11201
240040 Água Nova;1577;1632;3209
240050 Alexandria;6845;7009;13854
240060 Almino Afonso;2551;2346;4897
240070 Alto do Rodrigues;6993;6924;13917
240080 Angicos;5849;6056;11905
240090 Antônio Martins;3638;3565;7203
240100 Apodi;18237;17952;36189
240110 Areia Branca;13386;13972;27358
240120 Arês;6961;7082;14043
240130 Augusto Severo;4912;4805;9717
240140 Baía Formosa;4711;4472;9183
240145 Baraúna;13936;13299;27235
240150 Barcelona;2080;1981;4061
240160 Bento Fernandes;2796;2664;5460
240165 Bodó;1237;1122;2359
240170 Bom Jesus;5095;5017;10112
240180 Brejinho;6322;6188;12510
240185 Caiçara do Norte;3452;3137;6589
240190 Caiçara do Rio do Vento;1801;1805;3606
240200 Caicó;33003;34257;67260
240210 Campo Redondo;5511;5558;11069
240220 Canguaretama;16875;16749;33624
240230 Caraúbas;10125;10440;20565
240240 Carnaúba dos Dantas;4095;3951;8046
240250 Carnaubais;5438;5325;10763
240260 Ceará-Mirim;36234;36647;72881
240270 Cerro Corá;5734;5587;11321
240280 Coronel Ezequiel;2907;2682;5589
240290 Coronel João Pessoa;2494;2467;4961
240300 Cruzeta;4053;4113;8166
240310 Currais Novos;21493;23392;44885
240320 Doutor Severiano;3570;3613;7183
240330 Encanto;2794;2797;5591
240340 Equador;3118;2970;6088
240350 Espírito Santo;5500;5229;10729
240360 Extremoz;13821;13703;27524
240370 Felipe Guerra;3033;2977;6010
240375 Fernando Pedroza;1556;1483;3039
240380 Florânia;4654;4601;9255
240390 Francisco Dantas;1478;1429;2907
240400 Frutuoso Gomes;2064;2166;4230
240410 Galinhos;1343;1243;2586
240420 Goianinha;12756;12541;25297
240430 Governador Dix-Sept Rosado;6651;6396;13047
240440 Grossos;5269;4926;10195
240450 Guamaré;7360;7274;14634
240460 Ielmo Marinho;6959;6441;13400
240470 Ipanguaçu;7611;7535;15146
240480 Ipueira;1125;1095;2220
240485 Itajá;3845;3615;7460
240490 Itaú;2941;2934;5875
240500 Jaçanã;4330;4497;8827
240510 Jandaíra;3551;3349;6900
240520 Janduís;2658;2760;5418
240530 Januário Cicco;5132;4745;9877
240540 Japi;2736;2630;5366
240550 Jardim de Angicos;1394;1271;2665
240560 Jardim de Piranhas;7271;7338;14609
240570 Jardim do Seridó;6125;6427;12552
240580 João Câmara;17438;17147;34585
240590 João Dias;1329;1364;2693
240600 José da Penha;2915;3134;6049
240610 Jucurutu;9278;9170;18448
240615 Jundiá;1968;1885;3853
240620 Lagoa d'Anta;3397;3293;6690
240630 Lagoa de Pedras;3812;3666;7478
240640 Lagoa de Velhos;1404;1367;2771
240650 Lagoa Nova;7586;7687;15273
240660 Lagoa Salgada;4056;4087;8143
240670 Lajes;5541;5610;11151
240680 Lajes Pintadas;2461;2336;4797
240690 Lucrécia;2012;1922;3934
240700 Luís Gomes;5019;5109;10128
240710 Macaíba;38962;39063;78025
240720 Macau;15447;15866;31313
240725 Major Sales;1960;1943;3903
240730 Marcelino Vieira;4219;4274;8493
240740 Martins;4322;4387;8709
240750 Maxaranguape;6033;5796;11829
240760 Messias Targino;2271;2256;4527
240770 Montanhas;5692;5879;11571
240780 Monte Alegre;11002;11151;22153
240790 Monte das Gameleiras;1154;1064;2218
240800 Mossoró;141096;147066;288162
240810 Natal;413778;456175;869953
240820 Nísia Floresta;13912;12695;26607
240830 Nova Cruz;18677;18719;37396
240840 Olho-d'Água do Borges;2272;2097;4369
240850 Ouro Branco;2467;2407;4874
240860 Paraná;2196;2029;4225
240870 Paraú;1954;1933;3887
240880 Parazinho;2622;2551;5173
240890 Parelhas;10526;10959;21485
240325 Parnamirim;116599;125786;242385
240910 Passa e Fica;6304;6353;12657
240920 Passagem;1553;1520;3073
240930 Patu;6327;6380;12707
240940 Pau dos Ferros;14723;15230;29953
240950 Pedra Grande;1719;1711;3430
240960 Pedra Preta;1322;1247;2569
240970 Pedro Avelino;3691;3367;7058
240980 Pedro Velho;7528;7316;14844
240990 Pendências;7371;7380;14751
241000 Pilões;1873;1886;3759
241010 Poço Branco;7749;7389;15138
241020 Portalegre;3852;3960;7812
241025 Porto do Mangue;3103;2779;5882
241040 Pureza;4735;4595;9330
241050 Rafael Fernandes;2492;2548;5040
241060 Rafael Godeiro;1616;1599;3215
241070 Riacho da Cruz;1780;1704;3484
241080 Riacho de Santana;2182;2095;4277
241090 Riachuelo;3943;3916;7859
240895 Rio do Fogo;5557;5201;10758
241100 Rodolfo Fernandes;2252;2300;4552
241110 Ruy Barbosa;1917;1756;3673
241120 Santa Cruz;19129;19797;38926
240933 Santa Maria;2732;2608;5340
241140 Santana do Matos;6790;6817;13607
241142 Santana do Seridó;1391;1284;2675
241150 Santo Antônio;12017;11850;23867
241160 São Bento do Norte;1439;1464;2903
241170 São Bento do Trairí;2133;2184;4317
241180 São Fernando;1854;1732;3586
241190 São Francisco do Oeste;2102;2075;4177
241200 São Gonçalo do Amarante;48879;49379;98258
241210 São João do Sabugi;3081;3136;6217
